year,title,era,type,region,summary,confidence
836,Edomites Assault Jerusalem,EDFC,EDFC,,"The Book of Obadiah focuses on the Edomite assault on Jerusalem found in verses 10-14. Edomites were descendants of Esau, the brother of Jacob. Obadiah verbally attacks the Edomites “for violence against your brother Jacob (verse 10)”. The MacArthur Study Bible’s introduction to the Book of Obadiah accurately connects this attack to the battle with the Edomites, Philistines and Arabians, described in 2 Chronicles 21:8-20. In 2 Chronicles 21:12-15, Elisha sends a letter to King Jehoram (South). In this letter, Elisha warns the King that he will suffer a terrible disease of the intestines that will cause his death. Elisha states that King Jehoram will be punished for his idolatry and the “harlotry of the house of Ahab (21:13)”. This attack on Jerusalem happens in 836 BC. Two years later, Jehu would kill the Kings of the Northern and Southern Kingdoms. This Obadiah is probably the same Obadiah that meets with Elijah and King Ahab 19 years earlier, as recorded in 1 Kings 18:2-18. Many commentaries claim the Obadiah that authored the book with his name is a different Obadiah than the person that meets with Elijah.",
841,Reign of King Jehoshaphat (South) Ends,DFC,DFC,,King Jehoshaphat reigns 25 accession years and 348 days. This is an important exact DFC date in the Southern Kings. CD#291 is the DFC and EDFC date for events happening between 841 BC and 837 BC.,
841,Reign of King Jehoram (Joram) (South) Begins,DFC,DFC,,Reign of King Jehoram (Joram) (S) begins five accession years and 349 days into the reign of King Joram (Jehoram) (N). Jehoram was thirty-two years old when he began his reign in Jerusalem. CD#291 is the DFC and EDFC date for events happening between 841 BC and 837 BC.,
847,Reign of King Ahaziah (North) Ends,EST,EST,,King Ahaziah (North) ends his reign 182 days into the second non-accession year. Scripture states his reign lasts two years.,
847,Reign of King Joram (Jehoram) (North) Begins,EST,EST,,"Joram (Jehoram), the son of King Ahab, is appointed as King over Northern Israel. Joram begins his reign 363 days into the eighteenth accession year of King Jehoshaphat (South). In 841 BC, this is the Northern King, not Jehu, who is shown bowing down to Assyrian King Shalmaneser on the Black Obelisk at the British Museum.",
848,Reign of King Ahab (North) Ends,EST,EST,,King Ahab reigns 21 days into his twenty-second non-accession year. The accurate dating of the end of King Ahab’s reign is important to dating the events of the Northern and Southern Kings.,
848,Reign of King Ahaziah (North) Begins,EST,EST,,"It is estimated that King Ahaziah (N), son of King Ahab, begins his reign seventeen accession years and 181 days into the reign of King Jehoshaphat (S).",
853,Syrian King Ben-Hadad Gathers Army at Aphek,Extra-Biblical,Extra-Biblical,,"The battle of Qarqar happened in 853 BC, in the fifth year of Assyrian King Shalmaneser III, according to the Black Obelisk of Shalmaneser III currently found in the British Museum. This event is described as beginning in the spring of the year. The year of this battle is considered highly accurate in the Assyrian records. This event seems to be described in the events of I Kings 20:23-28. The month and day of the month are estimated. See “Type of Dated Event in Scripture Explained” for an explanation of Extra-Biblical and other types of days identified as dated events in Scripture.",
853,"100,000 Syrian Soldiers Killed",EST,EST,,,
853,Treaty Established With King Ahab and Ben-Hadad,EST,EST,,,
854,Ben-Hadad and 32 Kings Attack Samaria,EDFC,EDFC,,CD#288 is the DFC and EDFC date for events happening between 856 BC and 852 BC.,
855,"Elijah Directed ""Go, present yourself to Ahab""",EST,EST,,,
855,Elijah Meets With Obadiah,EST,EST,,"In this part of Scripture, Obadiah sets up a meeting with King Ahab and the Prophet Elijah. Many commentaries claim the Obadiah that authored the book with his name is a different Obadiah than the person that meets with Elijah. This research concludes they are likely the same person. The Book of Obadiah describes an attack on Jerusalem by the Edomites, Philistines and Arabians that happened less than 20 years later from this event. At that time of this attack, Elisha is the Prophet who had been appointed by Elijah.",
855,Elijah Meets With King Ahab,EST,EST,,,
855,Elijah Gathers the Prophets & Israel at Mount Carmel,EST,EST,,,
855,The Evening Offering on Mount Carmel,EST,EST,,,
855,The Drought Ends and Ahab Returns to Jezreel,EST,EST,,This event ends the three and a half year drought proclaimed in I Kings 17:1 and James 5:17.,
855,Elijah Escapes From Jezebel in Beersheba,EST,EST,,,
855,Elijah Prays Under a Broom Tree,EST,EST,,,
855,Elijah Arrives at Cave at Base of Mount Horeb,EST,EST,,"After arriving at a cave at the base of Mount Horeb (Mt. Sinai), Elijah would spend the night after having fasted for thirty-nine days and nights. According to the notes in the MacArthur Study Bible, the journey, from the place where Elijah had prayed under the broom tree, to the cave at Mount Horeb had taken twice as much time as necessary.",
855,God Gives Anointing Instructions Regarding Elijah,EST,EST,,"The next morning, Elijah is instructed to “stand on mountain before the Lord”. The Lord passed by the entrance of the cave. Elijah witnessed a wind and earthquake tearing the mountain to pieces. There is also a great fire. Elijah hears God in “a still small voice”. Like Moses on Mount Horeb in Exodus 34:28, Elijah would go without food or water for forty days and nights. He would depend totally on God to sustain him. Also like Moses, Elijah would see a manifestation of God on the mountain. Elijah was instructed to anoint Hazael as King over Syria and Jehu as King over Israel. Elijah is also instructed to anoint Elisha as Elijah’s replacement as a Prophet in Israel.",
855,Elijah Designates Elisha as Successor,EDFC,EDFC,,Elisha slaughters his oxen and provides a feast for the people after being chosen as Elijah’s successor. The slaughter of the oxen was a farewell feast in which Elisha was saying goodbye to his family to become a Prophet. Elisha then follows Elijah as his servant. This same servant term is used to describe Joshua’s relationship with Moses in Exodus 24:13 and 33:11. CD#288 is the DFC and EDFC date for events happening between 856 BC and 852 BC.,
856,Elijah Hides by Brook Cherith About Two and a Half Years,EST,EST,,,
856,Elijah Visits the Widow at Zarephath,EDFC,EDFC,,CD#288 is the DFC and EDFC date for events happening between 856 BC and 852 BC.,
856,Elijah Revives the Widow's Son,EST,EST,,"There is a Jewish tradition that claims that the son of the widow at Zarephath is Jonah the Prophet who is sent to Nineveh. If there is a kinship involved, it is probably a grandson or great-grandson of the widow since the events of Jonah are about 100 years later. This is the only time in the Old Testament that someone is raised from the dead.",
859,Elijah Proclaims a Three and a Half Year Drought,EST,EST,,Elijah proclaims a drought that lasts three years and six months. The length of the drought is mentioned in Luke 4:25.,
863,Jehoshaphat Sends Leaders to Teach God's Word,EDFC,EDFC,,"In the third year of his reign, Jehoshaphat sent teachers of the Law into Judah. CD#286 is the DFC and EDFC date for events happening between 866 BC and 862 BC.",
866,Reign of King Asa (South) Ends,EST,EST,,"King Asa’s (South) reign lasts for 41 years and 363 days. Since many of the reigns of the Kings of Israel are dated according to his reign, the accurate dating of this King is very important in calculating an accurate chronology of the Old Testament.",
866,Reign of King Jehoshaphat (South) Begins,EST,EST,,Reign of King Jehoshaphat (South) begins 204 days into the fourth non-accession year of the reign of King Ahab (North).,
867,Ahab Marries Jezebel Increasing Baal Worship in Israel,EDFC,EDFC,,CD#285 is the DFC and EDFC date for events happening between 871 BC and 867 BC. This year is an estimated year and an EDFC date.,
868,King Asa Becomes Severely Ill in His 39th Year,DFC,DFC,,CD#285 is the DFC and EDFC date for events happening between 871 BC and 867 BC.,
869,Reign of King Omri (North) Ends,MDFC-182,MDFC-182,,King Omri (North) ends his reign after eleven accession years plus 150 days. Scripture states his reign lasts twelve years.,
869,Reign of King Ahab (North) Begins,MDFC-182,MDFC-182,,King Ahab (North) begins his reign 38 accession years and 159 days into the reign of King Asa (South).,
873,Birth of King Jehoram (South),DFC,DFC,,Jehoram would become King of the Southern Kingdom 32 DFC years later.,
874,Omni Buys Samarian Hill for Capital in Northern Israel,EDFC,EDFC,,CD#284 is the DFC and EDFC date for events happening between 876 BC and 872 BC.,
876,Reign of King Tibni (North) Ends,DFC,DFC,,"Tibni’s joint reign with Omri, over the Northern Kingdom of Israel, begins at the death of Zimri in the twenty-seventh year of King Asa. Tibni’s reign ends with his own death in the thirty-first year of King Asa. CD#284 is the DFC and EDFC date for events happening between 876 BC and 872 BC. Tibni reigns four years and 331 days. Tibni’s reign ends 31 years and 340 days into King Asa’s reign. Scripture states his reign ends in the thirty-first year of King Asa (South).",
